"vendor_code","name"
7153508,"Пакет подарочный, 31х40х11 см, упаковка, Мстители"
4843445,"Пакет подарочный новогодний ламинированный «Чудесное мгновение», L 31 х 40 х 11,5 см, Новый год"
4205707,"Пакет голографический горизонтальный «Ёлочные шары», S 5.5 × 12 × 15 см"
9670339,"Пакет подарочный «Для малышки», 24 х 10,5 х 32 см, 1 шт"
9489602,"Пакет ""Забавные птички"", полиэтиленовый с вырубной ручкой, 38х45 см, 60 мкм"
3217045,"Набор пакетов микс «Хорошего настроения», MS 18 × 23 × 8 см"
9877710,"Пакет подарочный, 40х31х11.5 см, упаковка, Чебурашка"
9830330,"Пакет подарочный ""Сказочный замок "", 26 х 32 х 12 см. Новый год"
3217049,"Набор пакетов микс «С наилучшими пожеланиями», MS 18 × 23 × 8 см"
3217050,"Набор пакетов микс «С днём Рождения!», ML 23 × 27 × 8 см"
3217051,"Набор пакетов микс «Твой подарок», ML 23 × 27 × 8 см"
9877713,"Пакет подарочный, 31х40х11.5 см, упаковка, Чебурашка"
819534,Пакет ламинированный L Снежинка блестки
3217055,"Набор пакетов микс «Сладкий праздник», L 40 × 31 × 9 см"
823037,"Пакет ламинированный вертикальный «Зайчик и белка», 31 × 40 см"
4843450,"Пакет подарочный новогодний ламинированный «Новгоднее великолепие», L 40 х 31 х 11,5 см, Новый год"
4843463,"Пакет ламинированный вертикальный «Счастья в Новом году», L 31 × 40 × 11,5 см"
5187563,"Пакет подарочный ламинированный вертикальный, упаковка, «I love you», S 12 х 15 х 5,5 см"
7502324,"Пакет крафт, зеленый вельвет, с кручеными ручками, 32 х 12 х 32 см"
9670352,"Пакет подарочный с приколами, крафт «Пупсик», белый, 24 х 10,5 х 32 см, 1 шт"
817723,Пакет ламинированный НГ L тиснение дед мороз на тройке лошадей
7695719,"Пакет подарочный новогодний ламинированный «Счастья и волшебства», ML 23 х 27 х 11,5 см, Новый год"
817724,Пакет ламинированный НГ L тиснение подарок со свечками
10224106,"Пакет подарочный ""Не понравится - передаришь"", 18 х 22,3 х 10 см"
3608780,"Пакет ламинированный ""Новогодний"", люкс, 17,8 х 22,9 х 9,8 см"
3608781,"Пакет ламинированный ""Щелкунчик"", люкс, 17,8 х 22,9 х 9,8 см"
819535,"Пакет ламинированный В Новый год с любовью, L с декором (блестки, подвеска-снежинка)"
9916287,"Пакет ламинированный вертикальный ""Женский день"", 21 х 25 х 8 см"
3608800,"Пакет ламинированный ""Ёлочная шарик"", люкс, 26 х 32,4 х 12,7 см"
3608798,"Пакет ламинированный ""Новогодний"", люкс, 26 х 32,4 х 12,7 см"
3608799,"Пакет ламинированный ""Новогодний венок"" люкс, 26 х 32,4 х 12,7 см"
3608801,"Пакет ламинированный ""Новый год"", люкс, 26 х 32,4 х 12,7 см"
3608802,"Пакет ламинированный ""Ёлочные шарики"", люкс, 26 х 32,4 х 12,7 см"
3608803,"Пакет ламинированный ""Новогодняя звёздочка"", люкс, 26 х 32,4 х 12,7 см"
3608804,"Пакет ламинированный ""Новогодний"", люкс, 26 х 32,4 х 12,7 см"
3608805,"Пакет ламинированный ""Новогодние фламинго"", люкс, 26 х 32,4 х 12,7 см"
10224107,"Пакет подарочный ""Котику в лапки"", 18 х 22,3 х 10 см"
2067688,"Пакет ""Мишка на луне"", полиэтиленовый с вырубной ручкой, 45х38 см, 60 мкм"
10224136,"Пакет подарочный ""Черный мрамор"" 36 х 32 х 12 см"
6991140,"Пакет подарочный под бутылку, упаковка, «23 февраля», 13 х 36 х 10 см"
2067704,"Пакет ""Текстильный узор"", полиэтиленовый с пластиковой ручкой, 44 х 40 см, 85 мкм"
819536,"Пакет ламинированный Носочки с подарками,L с декором (блестки, кисточка)"
3608807,"Пакет ламинированный ""Пусть снег идёт"", люкс, 33 х 45,7 х 10,2 см"
3608817,"Пакет ламинированный, люкс, 33 х 45,7 х 10,2 см"
3608808,"Пакет ламинированный ""Новогодний"", люкс, 33 х 45,7 х 10,2 см"
3608809,"Пакет ламинированный ""Щелкунчик"", люкс, 33 х 45,7 х 10,2 см"
3608810,"Пакет ламинированный ""Щелкунчик"", люкс, 33 х 45,7 х 10,2 см"
3608811,"Пакет ламинированный ""Новогодний"", люкс, 33 х 45,7 х 10,2 см"
3217427,"Пакет подарочный без ручек «Веселого Нового года!"", PAW PATROL, 10 х 19,5 х 7 см"
3217423,"Пакет подарочный без ручек «С Новым Годом!», МИНЬОНЫ, 10 х 19,5 х 7 см"
3217424,"Пакет подарочный без ручек «Бананового нового года!», МИНЬОНЫ, 10 х 19,5 х 7 см"
3217422,"Пакет подарочный без ручек «С Новым Годом!», МИНЬОНЫ, 10 х 19,5 х 7 см"
4628768,"Пакет подарочный, 31х40х11 см, упаковка, Микки Маус"
9905830,"Пакет ламинированный под бутылку ""Пионы"",13 х 36 х 10 см"
819544,Пакет ламинированный L Шампанское тиснение
3608812,"Пакет ламинированный ""Новогодний венок"", люкс, 33 х 45,7 х 10,2 см"
3608813,"Пакет ламинированный ""Ёлочный шарик"", люкс, 33 х 45,7 х 10,2 см"
10320617,"Пакет бумажный, плоская ручка крафт 32 х 17 х 43 см, 90 гр/м²"
9232491,"Пакет подарочный ""Новогодний венок"", 26 х 32 х 12 см. Новый год"
9208889,"Пакет подарочный глянцевый «Буба», 26 × 32 × 14 см"
9673664,"Пакет фасовочный БОПП, с донной складкой, ""Ассорти"" 15*30 см. Новый год"
819545,"Пакет ламинированный L Фейерверк цвет, тиснение"
3608814,"Пакет ламинированный ""Новый год"", люкс, 33 х 45,7 х 10,2 см"
3608815,"Пакет ламинированный ""Ёлочные шарики"", люкс, 33 х 45,7 х 10,2 см"
3608816,"Пакет ламинированный ""Новогодняя звездочка"", люкс, 33 х 45,7 х 10,2 см"
10535087,"Пакет подарочный новогодний крафт с квадратным дном и окном, 25 х 25 х 25 см. Новый год"
3639760,"Пакет ламинированный вертикальный «Бронебойного счастья», MS 18 × 23 × 8 см"
10224146,"Пакет подарочный ""Колибри"", 36 х 32 х 12 см"
9864979,"Пакет под торт ""Первый во всем"" 40х40х40см"
3639758,"Пакет ламинированный вертикальный «Почётному герою», 18 × 23 × 8 см"
3639765,"Пакет ламинированный вертикальный «Первым делом самолеты», 18 × 23 × 8 см"
3639764,"Пакет ламинированный вертикальный «Спецподарок», ML 23 × 27 × 8 см"
3639771,"Пакет ламинированный вертикальный «Железная воля», MS 18 × 23 × 8 см"
9646454,"Пакет подарочный 13 х 22,5см"
7164804,"Пакет подарочный ламинированный вертикальный, упаковка, «Самый», XL 40 х 49 х 19 см"
3639762,"Пакет ламинированный вертикальный «Спецподарок», S 12 × 15 × 5.5 см"
3639756,"Пакет ламинированный вертикальный «Сила и воля», M 26 × 30 × 9 см"
3639774,"Пакет подарочный ламинированный вертикальный, упаковка, «Броня крепка», S 12 х 15 х 5.5 см"
7183829,"Пакет подарочный ламинированный с пластиковым окном, упаковка, «Тебе», 32,5 х 26,5 х 13,5 см"
3639773,"Пакет ламинированный вертикальный «Железная воля», M 26 × 30 × 9 см"
3639769,"Пакет ламинированный горизонтальный «Мужчина‒защита и опора», MS 18 × 23 × 8 см"
4783319,"Пакет подарочный крафтовый, упаковка, «Тропики», 26 х 30 х 11,5 см"
5297806,"Пакет ""Новогодний серпантин"", полиэтиленовый с вырубной ручкой, 20х30 см. Новый год"
3639740,"Пакет ламинированный горизонтальный «Во славу Отечества!», MS 18 × 23 × 8 см"
3639770,"Пакет ламинированный горизонтальный «Мужчина‒защита и опора», ML 23 × 27 × 8 см"
3639797,"Пакет ламинированный вертикальный «Теплые объятья», 18 × 23 × 8 см"
3639745,"Пакет ламинированный вертикальный «Праздник настоящего мужества», 18 × 23 × 8 см"
3639744,"Пакет ламинированный вертикальный «Настоящему герою», ML 23 × 27 × 8 см"
818841,Пакет ламинированный ML НГ змея любви и благополучия тиснение
3639743,"Пакет подарочный ламинированный вертикальный, упаковка, «Настоящему герою», MS 18 х 23 х 10 см"
9525636,"Пакет голографический «Волшебного», MS 18 х 23 х 10 см, Новый год"
3639741,"Пакет ламинированный горизонтальный «Во славу Отечества!», ML 23 × 27 × 8 см"
9531526,"Пакет под бутылку «Новогоднее настроение», 13 x 36 x 10 см, Новый год"
818842,Пакет ламинированный ML НГ змея удачи и богатства тиснение
3639810,"Пакет ламинированный вертикальный «Самому самому человеку», 12 × 15 × 5,5 см"
9687101,"Пакет ""Будь счастлив"", полиэтиленовый с вырубной ручкой, 20х30 см, 30 мкм"
818843,Пакет ламинированный ML НГ змея успеха и удачи тиснение
3639809,"Пакет ламинированный горизонтальный «Счастье моё», M 26 × 30 × 9 см"
3639742,"Пакет ламинированный горизонтальный «Во славу Отечества!», M 26 × 30 × 9 см"
3639748,"Пакет ламинированный вертикальный «Бравый солдат», MS 18 × 23 × 8 см"
3639746,"Пакет ламинированный вертикальный «Праздник настоящего мужества», 23 × 27 × 8 см"
3639749,"Пакет ламинированный вертикальный «Бравый солдат», ML 23 × 27 × 8 см"
9543858,"Пакет подарочный новогодний ламинированный «Новогоднее настроение», ML 21 х 25 х 8 см, Новый год"
3639747,"Пакет ламинированный вертикальный «Праздник настоящего мужества», 26 × 30 × 9 см"
9351827,"Пакет крафт «Радуга», синий, 25 х 12 х 27 см, 80 г/м2, 1 шт"
3639754,"Пакет ламинированный вертикальный «Сила и воля», MS 18 × 23 × 8 см"
3639751,"Пакет ламинированный вертикальный «Отвага Честь Мужество», MS 18 × 23 × 8 см"
3639752,"Пакет ламинированный вертикальный «Отвага Честь Мужество», ML 23 × 27 × 8 см"
3639755,"Пакет подарочный ламинированный вертикальный, упаковка, «Сила и воля», ML 23 х 27 х 8 см"
3639763,"Пакет ламинированный вертикальный «Спецподарок», MS 18 × 23 × 8 см"
5510792,"Пакет подарочный, 31х40х9 см, упаковка, My Little Pony"
10320616,"Пакет бумажный, плоская ручка крафт 32 х 20 х 38 см, 90 гр/м²"
3639775,"Пакет ламинированный вертикальный «Броня крепка», MS 18 × 23 × 8 см"
3639776,"Пакет ламинированный вертикальный «Броня крепка», ML 23 × 27 × 8 см"
3639795,"Пакет ламинированный горизонтальный «Моя любовь», MS 23 × 18 × 8 см"
3639803,"Пакет ламинированный вертикальный «Любовь ‒ это сладкие радости», 18 × 23 × 8 см"
3639804,"Пакет ламинированный вертикальный «Любовь ‒ это сладкие радости», 23 × 27 × 8 см"
3639800,"Пакет ламинированный горизонтальный «Любовь повсюду», 18 × 23 × 8 см"
817734,Пакет ламинированный НГ L с блестками ветка с шишками узор
819368,Пакет ламинированный L символ Колокольчик
817717,Пакет ламинированный НГ L тиснение шар на ветке с ленточкой
819533,Пакет ламинированный L Посылка от Деда Мороза блестки
3639801,"Пакет ламинированный горизонтальный «Любовь повсюду», 23 × 27 × 8 см"
3639799,"Пакет ламинированный горизонтальный «Любовь повсюду», 15 × 12 × 5,5 см"
9719903,"Новый год. Пакет подарочный, 31х40х11.5 см, упаковка, Микки Маус"
817718,Пакет ламинированный НГ L тиснение шары с колокольчиком
3639808,"Пакет подарочный ламинированный вертикальный, упаковка, «Счастье моё», ML 23 х 27 х 11,5 см"
3639812,"Пакет ламинированный вертикальный «Чудесные сюрпризы», 18 × 23 × 8 см"
10533869,"Пакет ""Бабочка в цветах"", 140 мкм,  мягкий пластик, 24 х 25 х 9 см"
3639814,"Пакет «Любовь — волшебное чувство», ламинированный, вертикальный, 18 × 23 × 8 см"
3639811,"Пакет ламинированный вертикальный «Самому самому человеку», 18 × 23 × 8 см"
4628762,"Пакет подарочный, 31х40х11 см, упаковка, Мстители"
3639813,"Пакет ламинированный вертикальный «Любовь‒волшебное чувство», S 12 × 15 × 5.5 см"
4628766,"Пакет подарочный, 31х40х11 см, упаковка, Мстители"
4628802,"Пакет подарочный, 31х40х11 см, упаковка, Тачки"
4628810,"Пакет подарочный, 31х40х11 см, упаковка, Холодное сердце"
4628814,"Пакет подарочный ""С Днем рождения!"" 31х40х11 см, упаковка, Микки Маус"
4628812,"Пакет подарочный ""С Днем рождения"" 31х40х11 см, упаковка, Холодное сердце"
817715,Пакет ламинированный НГ L с блестками снеговики с бельчатами
4628826,"Пакет подарочный ""Be happy"" 31х40х11 см, упаковка, Щенячий патруль"
9564886,"Пакет подарочный новогодний крафтовый вертикальный «Новогодний подарок», S 12 х 15 х 5.5 см, Новый год"
817716,Пакет ламинированный НГ L с блестками елка с шариками
10186206,"Пакет  под бутылку «Aventurine», бронзовый, 12 x 40 x 10 см"
4997222,"Новый год. Пакет подарочный, 31х40х11 см, упаковка, Принцессы"
3639955,"Пакет ламинированный вертикальный «Яркого 8 Марта», 12 × 15 × 5,5 см"
10329994,"Пакет под торт 20 х 20 х 20 см, красный, 1шт"
10329992,"Пакет под торт, 40 х 40 х 40см, красный,1 шт"
4997234,"Новый год. Пакет подарочный, 31х40х11 см, упаковка, Щенячий патруль"
9877711,"Пакет подарочный ""С Днем рождения"" 31х40х11.5 см, упаковка, Чебурашка"
4997227,"Новый год. Пакет подарочный, 31х40х11 см, упаковка, Холодное сердце"
4515422,"Пакет подарочный крафт, упаковка, «С 23 февраля», 21 х 12 х 9 см"
9907166,"Пакет подарочный ламинированный под бутылку, упаковка, «Отечество», 13 x 36 x 10 см"
5271812,"Пакет подарочный ""С Днем рождения!"" 31х40х11 см, упаковка, My Little Pony"
10359452,"Пакет-коробка ""Amazing"", Человек-паук, 24х20х7 см"
3639948,"Пакет ламинированный вертикальный «Самой нежной, самой милой», 12 × 15 × 5,5 см"
10535093,"Пакет подарочный новогодний под торт, 30 х 30 х 30 см. Новый год"
10535095,"Пакет подарочный новогодний под торт, 20 х 20 х 20 см. Новый год"
2620741,"Пакет подарочный ""Оленёнок"" 20 х 35 см. Новый год"
10331409,"Пакет подарочный ""Мечты сбываются"",  26 х 32 х 12 см"
10320533,"Пакет ламинированный под бутылку ""Самой нежной"",13 х 36 х 10 см"
7003233,"Новый год. Пакет подарочный, 31х40х11.5 см, упаковка, Принцессы"
7003244,"Новый год. Пакет подарочный, 31х40х11.5 см, упаковка, Медвежонок Винни"
7003246,"Новый год. Пакет подарочный, 31х40х11.5 см, упаковка, Холодное сердце"
5860316,"Пакет ""Скарлетт"", полиэтиленовый с вырубной ручкой, 35 мкм , 30 х 38 см"
3639954,"Пакет ламинированный вертикальный «Весеннего тепла», 18 × 23 × 8 см"
3639949,"Пакет подарочный ламинированный вертикальный, упаковка, «Самой нежной, самой милой», 18 х 23 х 8 см"
3639952,"Пакет ламинированный вертикальный «Стильной и модной», 18 × 23 × 8 см"
817732,Пакет ламинированный НГ L с блестками снегурочка леди интим
819537,Пакет ламинированный L Горячего Нового года блестки
3639953,"Пакет ламинированный вертикальный «Весеннего тепла», 12 × 15 × 5,5 см"
819538,Пакет ламинированный L Куранты тиснение
819539,"Пакет ламинированный L Сюрприз на Новый год блестки, тиснение"
3639951,"Пакет ламинированный вертикальный «Стильной и модной», 12 × 15 × 5,5 см"
3639956,"Пакет ламинированный вертикальный «Яркого 8 Марта», 18 × 23 × 8 см"
3639957,"Пакет ламинированный вертикальный «Яркого 8 Марта», 23 × 27 × 8 см"
3639958,"Пакет ламинированный вертикальный «Яркого 8 Марта», 26 × 30 × 9 см"
10320627,"Пакет бумажный, крафт 80 г/м2 25 х 22 х 12 см ""Мечтай"""
3639969,"Пакет вертикальный крафтовый «Грация бабочки», MS 18 × 23 × 8 см"
3639971,"Пакет вертикальный крафтовый «Солдатский долг», MS 18 × 23 × 8 см"
10398541,"Пакет подарочный ""Глинтвейн"", 11,5 х 14,5 х 6,5 см. Новый год"
3639970,"Пакет вертикальный крафтовый «Грация бабочки», ML 23 × 27 × 8 см"
3639972,"Пакет вертикальный крафтовый «Солдатский долг», ML 23 × 27 × 8 см"
3639968,"Пакет вертикальный крафтовый «Грация бабочки», S 12 × 15 × 5.5 см"
3639978,"Пакет вертикальный крафтовый «Звезда героя», MS 18 × 23 × 8 см"
3639974,"Пакет подарочный горизонтальный крафтовый, упаковка, «Танки наши быстры», MS 18 х 23 х 8 см"
3639977,"Пакет вертикальный крафтовый «Звезда героя», S 12 × 15 × 5.5 см"
3639976,"Пакет горизонтальный крафтовый «Танки наши быстры», M 26 × 30 × 9 см"
3639975,"Пакет горизонтальный крафтовый «Танки наши быстры», ML 23 × 27 × 8 см"
1638644,"Пакет ""Медные шары"", мягкий пластик, 26 х 23 см, 120 мкм"
3639982,"Пакет горизонтальный крафтовый «Цветочная любовь», S 12 × 15 × 5.5 см"
817714,Пакет ламинированный НГ L с блестками дед мороз со снегурочкой
3639979,"Пакет подарочный вертикальный крафтовый, упаковка, «Звезда героя», ML 23 х 27 х 8 см"
10307142,"Пакет крафт ""Белый лотос"" 26 х 32 х 12 см"
818803,Пакет ламинированный S НГ змея вязанный блестка
3639981,"Пакет вертикальный крафтовый «Едут по полю герои», ML 23 × 27 × 8 см"
818810,Пакет ламинированный S НГ змея богатства и процветания тиснение
1638645,"Пакет ""Пушистые снежинки"", мягкий пластик, 26 х 23 см, 120 мкм"
818811,Пакет ламинированный S НГ змея с подаркми тиснение
818820,Пакет ламинированный MS НГ змея вязанный блестка
818844,Пакет ламинированный ML НГ змея богатства и процветания тиснение
9286096,"Пакет подарочный, 31х40х11 см, упаковка, Холодное сердце"
9286098,"Пакет подарочный, 31х40х11 см, упаковка, Минни Маус и Единорог"
9286134,"Пакет подарочный, 31х40х11.5 см, упаковка, Минни Маус"
7041687,"Пакет подарочный LOL, 220х310х100 мм"
818845,Пакет ламинированный ML НГ змея с подаркми тиснение
10320501,"Пакет ламинированный вертикальный ""Изумрудный"", XXL  46 х 61 х 20 см"
9358326,"Пакет крафт под бутылку, Красный, 14 х 8 х 32 см"
1640864,"Пакет ламинированный вертикальный «От всей души! «береста, 11 × 14 × 5 см"
817719,Пакет ламинированный НГ L тиснение елка золото
1640865,"Пакет ламинированный вертикальный «От всей души!»береста, MS 18 × 23 × 8 см"
818863,Пакет ламинированный L НГ ангелочек тиснение
7695840,"Пакет подарочный новогодний ламинированный «С письмом к тебе», L 31 х 40 х 11,5 см, Новый год"
10321711,"Пакет ламинированный горизонтальный «Клетка», 40 х 31 х 11,5 см"
10321713,"Пакет ламинированный горизонтальный «Котики», 40 х 31 х 11,5 см"
9830331,"Пакет подарочный ""Новогодняя игрушка "", 26 х 32 х 12 см. Новый год"
800898,сумочка подарочная 248 ламинат №12 (12 шт) Н.Г.(D11.5*14.5*6) (бокс 2400 шт) минимум 24 шт
818856,Пакет ламинированный L НГ пусть мечты сбываются блестка
5860333,"Пакет ""Маклер"", полиэтиленовый с петлевой ручкой, 38х42 см, 40 мкм"
817713,Пакет ламинированный НГ L с блестками бЁлочка на ветке
9830355,"Пакет под бутылку подарочный ""Спелая зима"", 12 х 36 х 8,5см"
9115383,"Пакет подарочный крафтовый, упаковка, «Вдохновляй», 15 х 10 х 6 см"
9426734,"Пакет подарочный, упаковка, «Конус», 13 х 30 х 13 см"
1640869,"Пакет ламинированный вертикальный «Русский подарок», MS 18 × 23 × 8 см"
1638646,"Пакет ""Любовь - это…"", мягкий пластик, 30 х 30 см, 140 мкм"
1638652,"Пакет ""Сиреневый бант"", мягкий пластик, 42 х 32 см, 140 мкм"
6854004,"Пакет ламинированный ""Рождественская палитра"" 31 х 42 х 12 см"
7695692,"Пакет подарочный новогодний ламинированный «Яркий праздник», L 31 х 40 х 11,5 см, Новый год"
9019451,"Пакет ""Мужской вкус"", полиэтиленовый, с пластиковой ручкой, 38 х 44 см, 90 мкм"
1640870,"Пакет ламинированный вертикальный «Павлопосадский платок», S 11 × 14 × 5,5 см"
1640871,"Пакет ламинированный вертикальный «Павлопосадский платок», MS 18 × 23 × 8 см"
1640872,"Пакет ламинированный вертикальный «Славянский узор», S 11 × 14 × 5,5 см"
1640873,"Пакет ламинированный вертикальный «Славянский узор», MS 18 × 23 × 8 см"
1640875,"Пакет ламинированный вертикальный «Поздравляю», 18 × 23 × 8 см"
1640877,"Пакет ламинированный вертикальный «Хохлома», 18 × 23 × 8 см"
7167122,"Пакет подарочный крафтовый с пластиковым окном, упаковка, «Friends», 24 х 20 х 11 см"
10335285,"Пакет подарочный новогодний крафтовый квадратный «Новогодний венок», 30 х 30 х 12 см , Новый год"
3680837,"Пакет подарочный ламинированный вертикальный, упаковка, «Мужская воля», M 25.5 х 30 х 9 см"
3681037,"Пакет подарочный крафтовый квадратный, упаковка, «Лучшему во всём», 14 х 14 х 9 см"
10370995,"Пакет ""Монстры"", полиэтиленовый с вырубной ручкой, 20х30 см, 30 мкм"
4984225,"Пакет ламинированный квадратный «Снежинка», 14 × 14 × 9 см"
7304184,"Пакет подарочный ламинированный, упаковка, «Крафтовый», M 26 х 30 х 9 см"
7695844,"Пакет подарочный новогодний ламинированный «Новогодняя бандероль», 15 х 12 х 5,5 см, Новый год"
1640878,"Пакет ламинированный вертикальный «Жостово», S 11 × 14 × 5,5 см"
1640879,"Пакет ламинированный вертикальный «Жостово», MS 18 × 23 × 8 см"
2760331,"Пакет ""Рябиновый коллаж"", полиэтиленовый с петлевой ручкой, 42 х 44 см, 65 мкм"
5187541,"Пакет подарочный ламинированный вертикальный, упаковка, «Настоящему герою», ML 23 х 27 х 11,5 см"
1647212,"Пакет ""Новогодний звездопад"", полиэтиленовый с вырубной ручкой, 40х31 см, 60 мкм"
4982391,"Пакет подарочный с жёстким дном, упаковка, «Любовь» МИКС, 14 х 14 х 60 см"
4982383,"Пакет подарочный с жёстким дном, упаковка, «Звёзды», 6 х 8 х 30 см"
4275652,"Пакет подарочный новогодний крафтовый вертикальный «Брутального года», MS 18 х 23 х 8 см, Новый год"
7075824,"Пакет ламинированный вертикальный «Достояние», ML 23 × 27 × 11,5 см"
4982394,"Пакет подарочный с жёстким дном, упаковка, Love is, 11 х 17 х 60 см"
641918,пакет полиэтиленовый с петлевой ручкой Парадиз 44*40см 43мкм
4982400,"Пакет с жёстким дном «Волшебство», 14 х 22 х 70 см"
4982402,"Пакет подарочный с жёстким дном, упаковка, «Звёздочки». 22 х 28 х 80 см"
4982393,"Пакет с жёстким дном «Горох» МИКС, 14 х 14 х 60 см"
1647215,"Пакет ""Снежный друг"", полиэтиленовый с петлевой ручкой, 42х38 см, 33 мкм"
10404473,"Набор подарочных пакетов, металлизированныей, синий 17х25 см , 20 микрон 10 шт набор"
4984227,"Пакет ламинированный квадратный «Новогодняя ботаника», 22 × 22 × 11 см"
2276181,"Пакет подарочный новогодний ламинированный под бутылку «Счастье в Новом году», 13 x 36 x 10 см, Новый год"
1830399,"Пакет подарочный крафтовый вертикальный, упаковка, «Долгожданные подарки», ML 23 х 27 х 11,5 см"
1647216,"Пакет ""Глинтвейн"", полиэтиленовый с пластиковой ручкой, 36 х 37 см, 100 мкм"
1647217,"Пакет ""Олень"" бордо, полиэтиленовый с пластиковой ручкой, 35 х 36 см, 85 мкм"
1647218,"Пакет ""Холодный блеск"", полиэтиленовый с пластиковой ручкой, 36 х 35 см, 85 мкм"
4982963,Пакет крафт 25 х 11х 32 см с крученой ручкой
2451060,Пакет подарочный под бутылку 11 х 10 х 36 см
9877719,"Пакет подарочный, ""С Днем Рождения!"", 49х40х19 см, упаковка, Чебурашка"
4479151,"Пакет подарочный ламинированный горизонтальный, упаковка, «Love», S 15 x 12 х 5,5 см"
1643314,"Пакет крафт «Волшебная ночь»,с плоскими ручками , 39 х 32 х 17 см"
1643315,"Пакет крафт «Волшебный лес» плоская ручка, 32 х 25 х 11 см"
2450949,"Пакет крафт ""В ромбик"", 31,5 х 9,5 х 41,5 см"
4984288,"Пакет под бутылку «Стильный Новый год», 13 × 36 × 10 см"
2450959,"Пакет крафт ""Лавандовый букет"", 32 х 9,5 х 42 см"
2450960,"Пакет крафт ""Горная лаванда"", 32 х 9,5 х 42 см"
1647213,"Пакет ""Сказочные гости"", полиэтиленовый с вырубной ручкой, 45х38 см, 60 мкм"
2450961,"Пакет крафт ""Букет из лаванды"", 32 х 9,5 х 42 см"
2450982,"Пакет крафт ""Ромбики"", 24 х 8 х 33 см"
1647214,"Пакет ""Золотая сказка"", полиэтиленовый вырубной с ручкой, 40х31 см, 55 мкм"
2450983,"Пакет крафт ""Круги"", 24 х 8 х 33 см"
2450988,"Пакет крафт ""Цветы"", 24 х 8 х 33 см"
2450971,"Пакет крафт ""Марки"", 37 х 9,5 х 42 см"
2450992,"Пакет крафт ""Лавандовый букет"", 24 х 8 х 33 см"
2450993,"Пакет крафт ""Горная лаванда"", 24 х 8 х 33 см"
2450994,"Пакет крафт ""Букет из лаванды"", 24 х 8 х 33 см"
2450995,"Пакет крафт ""Корзинка с лавандой"", 24 х 8 х 33 см"
2450999,"Пакет крафт ""Весенний"", 24 х 8 х 33 см"
2451000,"Пакет крафт ""Мишки"", 24 х 8 х 33 см"
2451001,"Пакет крафт ""Подарки"", 24 х 8 х 33 см"
10523315,"Пакет крафт, зеленый ,""Полосы"", 33 х 26 х 12 см"
2451002,"Пакет крафт ""Лондон"", 24 х 8 х 33 см"
2451003,"Пакет крафт ""Париж"", 24 х 8 х 33 см"
2451004,"Пакет крафт ""Марки"", 24 х 8 х 33 см"
1647219,"Пакет ""Грей стайл"", полиэтиленовый с пластиковой ручкой, 44 х 40 см, 85 мкм"
4571978,"Пакет ""Танец листвы"", мягкий пластик, 30 х 30 см, 140 мкм"
4571976,"Пакет «Зарисовка», мягкий пластик, 30 х 30 см, 140 мкм"
10224138,"Пакет подарочный ""Золотой образ"" 36 х 32 х 12 см"
9935832,"Пакет под торт 40х40х40cm Белый, 1шт"
1647220,"Пакет ""Олень"" фиолет, полиэтиленовый с пластиковой ручкой, 44 х 40 см, 85 мкм"
1649783,"Пакет ""Красный"", полиэтиленовый с петлевой ручкой, 40 х 40 см, 100 мкм"
1649784,"Пакет ""Синий"", полиэтиленовый с петлевой ручкой, 40 х 40 см, 100 мкм"
2451013,"Пакет крафт ""Новогодние олени"", 19 х 8 х 24 см"
7695690,"Пакет подарочный новогодний ламинированный «Счастье случится», L 31 х 40 х 11,5 см, Новый год"
2451015,Пакет крафт «Ромашка»19 х 24 х 8 см
2451020,"Пакет крафт «Лавандовый букет» , 19 х 8 х 24 см"
2451022,"Пакет крафт «Букет из лаванды» , 19 х 8 х 24 см"
1649785,"Пакет ""Розовый подарок"", полиэтиленовый с петлевой ручкой, 38х45 см, 45 мкм"
4571977,"Пакет ""Осенний кофе"", мягкий пластик, 30 х 30 см, 140 мкм"
1206688,"Пакет ""Шары на черном"", с петлевой ручкой 40х36см, 70 мкм"
2451023,"Пакет крафт «Корзинка с лавандой», 19 х 8 х 24 см"
9581090,"Пакет пластиковый S 12 × 15 × 5,5 см"
2451029,"Пакет крафт «Лондон», 19 х 8 х 24 см"
2451030,"Пакет крафт «Париж», 19 х 8 х 24 см"
2451045,"Пакет крафт ""Лавандовый букет"", 11,5 х 6 х 14 см"
4984246,"Пакет ламинированный квадратный «Счасливого года», 30 × 30 × 12 см"
4984247,"Пакет крафтовый квадратный Spesial for you, 14 × 14 × 9 см"
4984265,"Пакет крафтовый квадратный «С Новым годом», 30 × 30 × 12 см"
1661727,"Пакет подарочный ""Алина"" 20 х 35 см, однотонный рисунок"
9670278,"Пакет БОПП «Новогодняя машинка», 13 х 27 см, Новый год"
2451047,"Пакет крафт ""Букет из лаванды"", 11,5 х 6 х 14 см"
2451048,"Пакет крафт ""Корзинка с лавандой"", 11,5 х 6 х 14 см"
2451057,Пакет подарочный под бутылку 11 х 10 х 36 см
4984281,"Пакет под бутылку «Настоящему мужику», 13 × 36 × 10 см"
4843269,"Пакет подарочный новогодний ламинированный «Время волшебства», L 31 х 40 х 11,5 см, Новый год"
2451054,"Пакет крафт ""Лондон"", 11,5 х 6 х 14 см"
6631864,"Пакет подарочный новогодний ламинированный «Предновогодняя суета», L 31 х 40 х 11.5 см, Новый год"
